n_qubits,depth,circuit_variant,param_index,layer_index,qubit_index,gate_type,grad_mean_over_seeds,abs_grad_mean_over_seeds,grad_abs_mean_over_seeds,grad_std_over_seeds,bias_ratio
8,4,hea,15,0,7,rz,0.00897390698869805,0.00897390698869805,0.11521627438760176,0.15980293971273432,0.07788749494284672
8,4,hea,16,1,0,ry,-0.01678730061154009,0.01678730061154009,0.12294371821453944,0.1476804686236515,0.13654459825467255
8,4,hea,17,1,0,rz,-0.0001561530274537759,0.0001561530274537759,0.11151108351700063,0.1432160728013922,0.0014003363838713655
8,4,hea,18,1,1,ry,-0.035244854974236205,0.035244854974236205,0.1579416239073202,0.1908787439682239,0.22315114978757966
8,4,hea,19,1,1,rz,0.023862728412555396,0.023862728412555396,0.15249487551199056,0.2024663517468857,0.15648216592484074
8,4,hea,20,1,2,ry,0.008232554763526311,0.008232554763526311,0.21934794320060785,0.27930475337812183,0.03753194419515058
8,4,hea,21,1,2,rz,0.07159867083682743,0.07159867083682743,0.19993292670095858,0.2431526038010325,0.35811345343790135
8,4,hea,22,1,3,ry,0.018642782949979623,0.018642782949979623,0.19490114504096687,0.23116422710794926,0.09565250602330193
8,4,hea,23,1,3,rz,0.0040683153460121645,0.0040683153460121645,0.20703058871546073,0.26480569144213956,0.019650793495078967
8,4,hea,24,1,4,ry,-0.05699517836912961,0.05699517836912961,0.19801195183277467,0.2503129822638063,0.28783706155910715
8,4,hea,25,1,4,rz,-0.014893043868464465,0.014893043868464465,0.19512939645776622,0.27501250033953595,0.07632393754514501
8,4,hea,26,1,5,ry,0.08263776169804403,0.08263776169804403,0.19894734230502634,0.2337726276993779,0.41537504718883494
8,4,hea,27,1,5,rz,-0.048981539410998295,0.048981539410998295,0.16958664128758627,0.19571958465300265,0.28882899642982346
8,4,hea,28,1,6,ry,0.03814972097292967,0.03814972097292967,0.1308119481566627,0.1745433780909009,0.291637893254526
8,4,hea,29,1,6,rz,0.05173651571181629,0.05173651571181629,0.14417304060672886,0.16412104482505688,0.35885013934707344
8,4,hea,30,1,7,ry,-0.04453029780038782,0.04453029780038782,0.1368220015320629,0.18736320656547167,0.3254615288605631
8,4,hea,31,1,7,rz,-0.009261114341466292,0.009261114341466292,0.11574369771963493,0.15249882048137536,0.08001398368919696
8,4,hea,32,2,0,ry,-0.04557210460187162,0.04557210460187162,0.11708728772388308,0.1427493735651847,0.3892147942596469
8,4,hea,33,2,0,rz,0.007207361384114445,0.007207361384114445,0.10528280964074346,0.12886763147129424,0.06845715277458927
8,4,hea,34,2,1,ry,0.035902121070159075,0.035902121070159075,0.14784112765791466,0.18073040704373058,0.24284258135010794
8,4,hea,35,2,1,rz,-0.0177216870789729,0.0177216870789729,0.19095175059858452,0.24438935029088663,0.09280714643055059
8,4,hea,36,2,2,ry,0.022629668363017684,0.022629668363017684,0.14666417904823775,0.20027474458533434,0.15429581040081128
8,4,hea,37,2,2,rz,-0.008055089325899998,0.008055089325899998,0.16827359757704252,0.22783222538380027,0.04786900287320476
8,4,hea,38,2,3,ry,-0.004310003449405544,0.004310003449405544,0.18564980356241573,0.23516668757945375,0.02321577166633786
8,4,hea,39,2,3,rz,-0.046877344073362165,0.046877344073362165,0.1888564082684585,0.23646007400045013,0.24821685693993498
8,4,hea,40,2,4,ry,-0.01558354237605097,0.01558354237605097,0.2113238801673138,0.2689379207096974,0.07374245808714455
8,4,hea,41,2,4,rz,0.021088251612755012,0.021088251612755012,0.1507756085202371,0.17242969904671054,0.13986514012261078
8,4,hea,42,2,5,ry,0.03339019397391686,0.03339019397391686,0.14810278995474932,0.2163960066184138,0.22545283572388158
8,4,hea,43,2,5,rz,-0.009876169016274064,0.009876169016274064,0.15795385951587707,0.19620024637895567,0.06252565810385455
8,4,hea,44,2,6,ry,-0.00792217038151357,0.00792217038151357,0.15049907816328084,0.19084871701414952,0.05263932828158936
8,4,hea,45,2,6,rz,0.017094822007842545,0.017094822007842545,0.17694534931408665,0.22707138446691796,0.09661074492270663
8,4,hea,46,2,7,ry,0.022288747190712017,0.022288747190712017,0.1362978789654641,0.16778874137146327,0.16352967015986725
8,4,hea,47,2,7,rz,0.09032936112811384,0.09032936112811384,0.13958904351119514,0.1641076573943411,0.6471092490928109
8,4,hea,48,3,0,ry,-0.020772718411996013,0.020772718411996013,0.06462377652478822,0.07726481328202167,0.32144079979646106
8,4,hea,49,3,0,rz,0.028856451884484265,0.028856451884484265,0.09151059473119477,0.12131953863358909,0.3153345464451141
8,4,hea,50,3,1,ry,0.008432189186945792,0.008432189186945792,0.09624442217228264,0.15788074863781967,0.08761223764065658
8,4,hea,51,3,1,rz,-0.02853346689921085,0.02853346689921085,0.14511183001591965,0.19297507391203214,0.1966308804463451
8,4,hea,52,3,2,ry,-0.015139990665300473,0.015139990665300473,0.15553866834016508,0.18785471466836245,0.09733907861541556
8,4,hea,53,3,2,rz,-0.0877443796643623,0.0877443796643623,0.13887527991739654,0.16831030800358054,0.6318214423513839
8,4,hea,54,3,3,ry,0.021455230655251827,0.021455230655251827,0.12174032199870718,0.16889465990513486,0.1762376696808761
8,4,hea,55,3,3,rz,-0.013137330162525138,0.013137330162525138,0.11484653416520298,0.14773033510091027,0.11439030579388147
8,4,hea,56,3,4,ry,0.043432415965425616,0.043432415965425616,0.14806518108634165,0.20439465703078155,0.29333308240847294
8,4,hea,57,3,4,rz,-0.030585287519249597,0.030585287519249597,0.129365574371565,0.18904846681047416,0.23642524425703867
8,4,hea,58,3,5,ry,0.03557559864560286,0.03557559864560286,0.11280711115952399,0.1497039754623749,0.31536663141115284
8,4,hea,59,3,5,rz,0.01904090737615239,0.01904090737615239,0.08931917579006317,0.11491626575340144,0.21317827003807277
8,4,hea,60,3,6,ry,0.0510677881849745,0.0510677881849745,0.12062380594093892,0.15772645934201024,0.4233640929053293
8,4,hea,61,3,6,rz,0.015183875653088087,0.015183875653088087,0.10820582659086128,0.143592611278378,0.14032401148322568
8,4,hea,62,3,7,ry,-0.028202682172435056,0.028202682172435056,0.10787520264882072,0.13779653140614279,0.261438045815278
8,4,hea,63,3,7,rz,0.013459111146834396,0.013459111146834396,0.08661880181933798,0.10551408357397622,0.15538325241332815
8,4,hva,0,0,-1,beta_x,0.0005327909588515626,0.0005327909588515626,6.751948912339932,7.8538976278852,7.890921062477653e-05
8,4,hva,1,0,-1,gamma_zz,-0.04653706261498656,0.04653706261498656,4.771872350377177,6.07828375450733,0.009752369551819252
8,4,hva,2,1,-1,beta_x,-0.6814244032328496,0.6814244032328496,5.914493609261947,7.096116053980722,0.11521263666017935
8,4,hva,3,1,-1,gamma_zz,0.08989283278871184,0.08989283278871184,5.0043400180183735,6.333493128026778,0.017962974631029912
8,4,hva,4,2,-1,beta_x,1.6215735370638902,1.6215735370638902,5.725858228384274,6.823107097406954,0.28320183147836453
8,4,hva,5,2,-1,gamma_zz,0.9739389140870728,0.9739389140870728,5.214628270670448,6.48752372292199,0.1867705354118852
8,4,hva,6,3,-1,beta_x,-0.8351403186158258,0.8351403186158258,6.233125740174246,7.081858980732996,0.13398419243063103
8,4,hva,7,3,-1,gamma_zz,0.9450604683777786,0.9450604683777786,3.7881332732466357,4.40376414560444,0.249479202606779
8,6,hea,0,0,0,ry,0.01414707383662811,0.01414707383662811,0.13485100877555775,0.15824432093428134,0.10490892107580745
8,6,hea,1,0,0,rz,-0.02137229792056686,0.02137229792056686,0.09640200349062329,0.12256910912989002,0.22169972766847582
8,6,hea,2,0,1,ry,-0.04184302016378684,0.04184302016378684,0.1560484458359251,0.18585058286374773,0.2681412169127389
8,6,hea,3,0,1,rz,-0.04150983990608818,0.04150983990608818,0.10008555174803678,0.15486727479662657,0.4147435786794471
8,6,hea,4,0,2,ry,-0.03228707436928175,0.03228707436928175,0.14471480641175058,0.1669003506822037,0.22310829948814329
8,6,hea,5,0,2,rz,-0.016217635115476338,0.016217635115476338,0.09918949250793095,0.13106784556421058,0.16350154341377895
8,6,hea,6,0,3,ry,-0.021892936590770972,0.021892936590770972,0.135462954399456,0.17100320167915442,0.1616156733612384
8,6,hea,7,0,3,rz,0.007496889424556893,0.007496889424556893,0.1147278565287465,0.16111942776146088,0.06534497942684381
8,6,hea,8,0,4,ry,-0.03395431027044463,0.03395431027044463,0.14164374938253063,0.17953683972497397,0.2397162629375588
8,6,hea,9,0,4,rz,0.03554944901429893,0.03554944901429893,0.10250942436336555,0.12679306913517133,0.3467920070284105
8,6,hea,10,0,5,ry,0.04699307975224286,0.04699307975224286,0.16481177773306646,0.19334366765172079,0.28513180549726136
8,6,hea,11,0,5,rz,0.012255540246759527,0.012255540246759527,0.11602506027187312,0.1703877028525547,0.10562838940175426
8,6,hea,12,0,6,ry,0.020918375939679844,0.020918375939679844,0.11532468200504173,0.14451092440523863,0.18138680788874978
8,6,hea,13,0,6,rz,0.0040496040674925845,0.0040496040674925845,0.09852776929191895,0.14199021184377794,0.04110114434332052
8,6,hea,14,0,7,ry,-0.08540203159598272,0.08540203159598272,0.1776442273132476,0.18831566196285274,0.480747575576375
8,6,hea,15,0,7,rz,-0.033132619747433895,0.033132619747433895,0.09914558022914637,0.1357813336816139,0.33418151036946964
8,6,hea,16,1,0,ry,-0.027372441124143325,0.027372441124143325,0.11296847708352876,0.1399621841712963,0.24230158563529125
8,6,hea,17,1,0,rz,-0.008720877831644252,0.008720877831644252,0.1500360293074413,0.1875202139699749,0.05812522413382521
8,6,hea,18,1,1,ry,-0.02706514672020705,0.02706514672020705,0.17322421128057294,0.2036204050026801,0.1562434403373857
8,6,hea,19,1,1,rz,0.0022651726110922087,0.0022651726110922087,0.09612393182373334,0.1420761398223803,0.023565126479074237
8,6,hea,20,1,2,ry,0.0018871456293391912,0.0018871456293391912,0.13740111009405234,0.16752030423806166,0.013734573381884678
8,6,hea,21,1,2,rz,-0.0056547179800442455,0.0056547179800442455,0.12099396725588159,0.14337827321214147,0.04673553655849168
8,6,hea,22,1,3,ry,-0.028267693819849688,0.028267693819849688,0.14311793090527203,0.18193005707664853,0.19751329299582682
8,6,hea,23,1,3,rz,-0.011356425543981278,0.011356425543981278,0.1550872425001147,0.17271507381583653,0.07322604593974133
8,6,hea,24,1,4,ry,0.003837783333147728,0.003837783333147728,0.1614943575397182,0.20627505133226287,0.023764194561434342
8,6,hea,25,1,4,rz,-0.05654911099137314,0.05654911099137314,0.15603099673898424,0.1878996516082952,0.36242228898896744
8,6,hea,26,1,5,ry,0.040438587814482355,0.040438587814482355,0.1726735629452521,0.20897590779057132,0.2341909619789544
8,6,hea,27,1,5,rz,0.0011275840434629891,0.0011275840434629891,0.169230539112688,0.20851974331399298,0.006663005680742656
8,6,hea,28,1,6,ry,0.02542262466195646,0.02542262466195646,0.14855014728834115,0.17731937407846726,0.17113833359323477
8,6,hea,29,1,6,rz,-0.02961035836806755,0.02961035836806755,0.15302915156906674,0.18712595075366492,0.19349488685300129
8,6,hea,30,1,7,ry,-0.05365163047700793,0.05365163047700793,0.14415647515668456,0.1734625713757811,0.3721763480876823
8,6,hea,31,1,7,rz,0.032987234005402606,0.032987234005402606,0.16114789869002843,0.19244606075072948,0.2047016081100386
8,6,hea,32,2,0,ry,0.0022012206462060564,0.0022012206462060564,0.1462450503416342,0.18533200615957282,0.01505159074487583
8,6,hea,33,2,0,rz,0.03955630619342903,0.03955630619342903,0.15376691818296745,0.181566380353557,0.2572484814084696
8,6,hea,34,2,1,ry,-0.01761033348662594,0.01761033348662594,0.14008681461664302,0.16593280874690922,0.125710142919715
8,6,hea,35,2,1,rz,-0.005262752142168788,0.005262752142168788,0.13390833426394805,0.15861353205723863,0.03930115456290634
8,6,hea,36,2,2,ry,-0.03721317341784466,0.03721317341784466,0.17817732200003594,0.22617817398798076,0.20885471282275161
8,6,hea,37,2,2,rz,0.04876318930700377,0.04876318930700377,0.1380582805045821,0.1538310889897676,0.3532072768745297
8,6,hea,38,2,3,ry,-0.04486819510415494,0.04486819510415494,0.18328669525538208,0.23738796662590073,0.24479788367419525
8,6,hea,39,2,3,rz,-0.041218036009692,0.041218036009692,0.12987992372783932,0.1582215194027742,0.3173549446800047
8,6,hea,40,2,4,ry,-0.049711900290194545,0.049711900290194545,0.185469241821698,0.23594739867678932,0.26803312399360063
8,6,hea,41,2,4,rz,0.011615533080745576,0.011615533080745576,0.1121881139844471,0.13098370138146995,0.1035362184834996
8,6,hea,42,2,5,ry,0.02658523351504225,0.02658523351504225,0.1577068770657724,0.18258475147708778,0.1685737109863293
8,6,hea,43,2,5,rz,0.000815474669853334,0.000815474669853334,0.13493933065570557,0.1674419050857683,0.006043268970512324
8,6,hea,44,2,6,ry,-0.006900739018433146,0.006900739018433146,0.12955209286793806,0.15786024921252242,0.05326613307179469
8,6,hea,45,2,6,rz,0.06497522016343844,0.06497522016343844,0.13405945384739068,0.16566626918232097,0.48467465962828576
8,6,hea,46,2,7,ry,-0.013224056421855514,0.013224056421855514,0.14649664967739928,0.1824913406742396,0.09026866109891359
8,6,hea,47,2,7,rz,0.0401880041710325,0.0401880041710325,0.14345647655173466,0.17775011896030077,0.28014074468460287
8,6,hea,48,3,0,ry,0.007250941745700351,0.007250941745700351,0.12496291710353843,0.15456147501389852,0.05802474777131284
8,6,hea,49,3,0,rz,-0.0014309903716601521,0.0014309903716601521,0.13975422682862987,0.16071888662532852,0.010239335182433217
8,6,hea,50,3,1,ry,0.00340083553234732,0.00340083553234732,0.14766930672437414,0.17942474836663988,0.023030077189263046
8,6,hea,51,3,1,rz,-0.005138321384426603,0.005138321384426603,0.134591912042839,0.1654691492483133,0.03817704426987484
8,6,hea,52,3,2,ry,0.01963890866209496,0.01963890866209496,0.15554122972818638,0.20344258579283805,0.1262617551398719
8,6,hea,53,3,2,rz,-0.011374314220788785,0.011374314220788785,0.12925430092629878,0.16545316902687285,0.08799950283491431
8,6,hea,54,3,3,ry,-0.043503349740224524,0.043503349740224524,0.12536580478060694,0.17296671656764165,0.34701129080897336
8,6,hea,55,3,3,rz,-0.05256075080696492,0.05256075080696492,0.1550926167823877,0.17931465244384415,0.3388991165241167
8,6,hea,56,3,4,ry,-0.01001728662321651,0.01001728662321651,0.11505095098976365,0.13002938684651733,0.08706826442579935
8,6,hea,57,3,4,rz,0.04142879931063283,0.04142879931063283,0.13257783733007197,0.1607471441781458,0.3124866127321827
8,6,hea,58,3,5,ry,-0.012327452203241572,0.012327452203241572,0.11601242277752985,0.14855412768642287,0.10625976001622767
8,6,hea,59,3,5,rz,-0.0006523036668623749,0.0006523036668623749,0.09399914704699391,0.11876202317083975,0.006939463679774194
8,6,hea,60,3,6,ry,0.027719746520451314,0.027719746520451314,0.14742547738949646,0.18096528528640946,0.18802548251016252
8,6,hea,61,3,6,rz,-0.0009442802224408816,0.0009442802224408816,0.10864378800015066,0.1324776712089802,0.008691525211175105
8,6,hea,62,3,7,ry,-0.04466687051251194,0.04466687051251194,0.1222289274957405,0.1370052860779088,0.3654361649705889
8,6,hea,63,3,7,rz,-0.008126062510188712,0.008126062510188712,0.10605575471258875,0.12874462876566703,0.07662066553776621
8,6,hea,64,4,0,ry,0.018006793582741473,0.018006793582741473,0.15344008991616703,0.18589946592290768,0.11735390400630945
8,6,hea,65,4,0,rz,0.0392882196496843,0.0392882196496843,0.07913450335245734,0.09256670540782297,0.49647395238835224
8,6,hea,66,4,1,ry,0.00933201538644159,0.00933201538644159,0.13955010236055848,0.17147196161714165,0.06687215006356786
8,6,hea,67,4,1,rz,-0.011386268503984687,0.011386268503984687,0.11784645281305978,0.1601531932640552,0.09661952678411684
8,6,hea,68,4,2,ry,0.0321370252814852,0.0321370252814852,0.14642684186893432,0.1735408013675482,0.21947496013231385
8,6,hea,69,4,2,rz,-0.04586671142490538,0.04586671142490538,0.09616111996962827,0.12273354412929662,0.47697771655936977
8,6,hea,70,4,3,ry,0.004355948445286779,0.004355948445286779,0.1150937042205525,0.13631503984562307,0.03784697412240288
8,6,hea,71,4,3,rz,-0.017591530003175874,0.017591530003175874,0.10556955279726954,0.12850548361458508,0.16663450338714228
8,6,hea,72,4,4,ry,0.01660794583933087,0.01660794583933087,0.10597873635965964,0.1558869951675803,0.15671017045314062
8,6,hea,73,4,4,rz,0.02691853032268849,0.02691853032268849,0.10616571730125805,0.13107953948359913,0.25355200348059304
8,6,hea,74,4,5,ry,0.004307705454528302,0.004307705454528302,0.13318700399139466,0.16397839331487854,0.03234328669790181
8,6,hea,75,4,5,rz,-0.04943931984764784,0.04943931984764784,0.11879804889802739,0.13206319414898288,0.4161627257875643
8,6,hea,76,4,6,ry,0.0009608761990177451,0.0009608761990177451,0.12210633572661064,0.16018277016607516,0.0078691756107487
8,6,hea,77,4,6,rz,-0.024616217301282297,0.024616217301282297,0.1038420919136789,0.13764828043161006,0.2370543278514155
8,6,hea,78,4,7,ry,0.02251993476012456,0.02251993476012456,0.101656447160853,0.13107160434833237,0.22152982313547318
8,6,hea,79,4,7,rz,0.010519021540325194,0.010519021540325194,0.07994082230365376,0.09925771101611809,0.13158510554681
8,6,hea,80,5,0,ry,0.043873629994519645,0.043873629994519645,0.08757630450518068,0.09690401278707723,0.5009760373243854
8,6,hea,81,5,0,rz,0.017374686950425162,0.017374686950425162,0.08025651268995468,0.10382486456490159,0.21648943329429826
8,6,hea,82,5,1,ry,0.0026340883524905855,0.0026340883524905855,0.06092723421512245,0.07821432674397007,0.04323334854147619
8,6,hea,83,5,1,rz,0.009548327704492416,0.009548327704492416,0.08755184339908616,0.11717508772898654,0.10905912809817514
8,6,hea,84,5,2,ry,0.058029353647908184,0.058029353647908184,0.1090520726943893,0.12639492386163143,0.5321251784964308
8,6,hea,85,5,2,rz,-0.03601079120314516,0.03601079120314516,0.10169033613578103,0.11663406478228142,0.354122058905005
8,6,hea,86,5,3,ry,-0.023565377733311563,0.023565377733311563,0.0949506230711077,0.12005198674744857,0.24818560396031744
8,6,hea,87,5,3,rz,-0.026293004474486355,0.026293004474486355,0.08154085226970009,0.10375790257346024,0.32245192124704214
8,6,hea,88,5,4,ry,-0.04140388469857368,0.04140388469857368,0.0950984567712032,0.1194016180075155,0.4353791439348653
8,6,hea,89,5,4,rz,-0.003006504999284982,0.003006504999284982,0.08235859665586727,0.10366903470595894,0.036505053769280815
8,6,hea,90,5,5,ry,0.011425878019602164,0.011425878019602164,0.08650829367980253,0.11475055419785028,0.13207841160170383
8,6,hea,91,5,5,rz,-0.01108287247463235,0.01108287247463235,0.06648076242984406,0.0861558727080355,0.16670796286862288
8,6,hea,92,5,6,ry,-0.027985356403547452,0.027985356403547452,0.07980663393286083,0.09893801264560931,0.35066453782639706
8,6,hea,93,5,6,rz,-0.00044336836901270237,0.00044336836901270237,0.0704537576900882,0.08627003041488375,0.006293040762466974
8,6,hea,94,5,7,ry,0.013668304783372718,0.013668304783372718,0.10053572799910465,0.1300292455658969,0.13595470043738392
8,6,hea,95,5,7,rz,0.020769103586339162,0.020769103586339162,0.07034773687045753,0.08539781788732746,0.2952348506190656
8,6,hva,0,0,-1,beta_x,1.5814445120086957,1.5814445120086957,4.25899174036804,4.908741019465597,0.3713189901307569
8,6,hva,1,0,-1,gamma_zz,0.3199426570540952,0.3199426570540952,4.525343342831517,5.994662825712028,0.07070019506053794
8,6,hva,2,1,-1,beta_x,1.149555561132225,1.149555561132225,3.515271723463012,4.409924436755846,0.3270175541365431
8,6,hva,3,1,-1,gamma_zz,-0.959906151029611,0.959906151029611,4.149651360320429,5.4062493495875,0.23132212026493917
8,6,hva,4,2,-1,beta_x,1.145619746912851,1.145619746912851,4.830770646202519,6.010588003005658,0.23715051506604343
8,6,hva,5,2,-1,gamma_zz,-0.11552785659729731,0.11552785659729731,3.6313326920292535,4.6700584948112835,0.03181417578479659
8,6,hva,6,3,-1,beta_x,0.6821580232352122,0.6821580232352122,4.351713557234697,5.146146889187299,0.15675618679017342
8,6,hva,7,3,-1,gamma_zz,-0.8232329012797014,0.8232329012797014,3.650445986813979,4.182344706437931,0.22551570527364492
8,6,hva,8,4,-1,beta_x,0.037515476155533474,0.037515476155533474,5.227215650408719,6.484506161142442,0.007176952064834002
8,6,hva,9,4,-1,gamma_zz,-0.4635441950228552,0.4635441950228552,4.017826350706914,5.399325571049857,0.1153718838399517
8,6,hva,10,5,-1,beta_x,-0.15677476585200506,0.15677476585200506,4.85140576102302,5.8748912325163385,0.032315327468907855
8,6,hva,11,5,-1,gamma_zz,-0.2531158309152422,0.2531158309152422,2.8651301752044085,3.627611453325648,0.08834357095037888
8,8,hea,0,0,0,ry,-0.0017552901543738083,0.0017552901543738083,0.14597575040781924,0.19251187683148382,0.012024532495773857
8,8,hea,1,0,0,rz,-0.010668813901099531,0.010668813901099531,0.1076019470916444,0.1418044652209832,0.09915075135222991
8,8,hea,2,0,1,ry,0.012581710939541605,0.012581710939541605,0.15878170793727608,0.18650936142914157,0.07923904524639393
8,8,hea,3,0,1,rz,0.050916311412177236,0.050916311412177236,0.10809905630594242,0.1404409281264676,0.47101531828430765
8,8,hea,4,0,2,ry,0.030427721165873955,0.030427721165873955,0.13700590843785312,0.16955217999599054,0.22209057633215845
8,8,hea,5,0,2,rz,0.007198097488954066,0.007198097488954066,0.07716307698440714,0.1115167986952453,0.09328422051402306
8,8,hea,6,0,3,ry,0.06324192341059838,0.06324192341059838,0.1630392411367932,0.19066682906571136,0.3878938773858543
8,8,hea,7,0,3,rz,0.003146475308658116,0.003146475308658116,0.07043318635952772,0.105834058602259,0.04467319272759889
8,8,hea,8,0,4,ry,-0.011984012725513242,0.011984012725513242,0.15206621412804863,0.17723107349781952,0.07880785876224895
8,8,hea,9,0,4,rz,0.008263533067110678,0.008263533067110678,0.0734460293750894,0.10082440222991944,0.11251163796627647
8,8,hea,10,0,5,ry,0.015160006238232427,0.015160006238232427,0.15561617384988924,0.18499423636430493,0.09741921975832668
8,8,hea,11,0,5,rz,-0.03350124640208985,0.03350124640208985,0.07869911338943285,0.10280949100263125,0.42568772326967197
8,8,hea,12,0,6,ry,-0.0034730507881582163,0.0034730507881582163,0.10638458628891284,0.1297256311652231,0.03264618408841937
8,8,hea,13,0,6,rz,-0.022220268762900487,0.022220268762900487,0.10666469766614552,0.14041977404287598,0.20831886508925818
8,8,hea,14,0,7,ry,0.03463789545166554,0.03463789545166554,0.1374801140624348,0.1684671980078368,0.2519484049593888
8,8,hea,15,0,7,rz,0.02482094903763687,0.02482094903763687,0.1115925428942441,0.1542033340158889,0.22242480002592452
8,8,hea,16,1,0,ry,-0.02596775078440555,0.02596775078440555,0.1379342773464837,0.18361538470580405,0.18826176700933972
8,8,hea,17,1,0,rz,-0.06082183754726254,0.06082183754726254,0.16600991952283498,0.19214126487484479,0.3663747185835845
8,8,hea,18,1,1,ry,-0.00045261992029638394,0.00045261992029638394,0.14453290894313475,0.17291545065459646,0.0031316045847694127
8,8,hea,19,1,1,rz,-0.014886465721568275,0.014886465721568275,0.1169762687246216,0.15138244638220963,0.1272605621967047
8,8,hea,20,1,2,ry,-0.039327384498889804,0.039327384498889804,0.1273539443935298,0.16293247940224487,0.3088038198280376
8,8,hea,21,1,2,rz,-0.042905512155555194,0.042905512155555194,0.12599531690571758,0.16541968501284698,0.3405325944587376
8,8,hea,22,1,3,ry,-0.008806148895253753,0.008806148895253753,0.09742889791270917,0.11861907402621906,0.09038538959091458
8,8,hea,23,1,3,rz,-0.04862995050351036,0.04862995050351036,0.1704252618721166,0.21223051044395383,0.2853447309941699
8,8,hea,24,1,4,ry,0.01611813099910858,0.01611813099910858,0.13375588639160158,0.16615970077105346,0.12050408721391796
8,8,hea,25,1,4,rz,-0.015096265189697415,0.015096265189697415,0.13063826064614015,0.17418355584257555,0.11555776320834944
8,8,hea,26,1,5,ry,-0.02179879780017512,0.02179879780017512,0.10003712350492831,0.12386024172489836,0.21790708325495772
8,8,hea,27,1,5,rz,-0.07331343768703932,0.07331343768703932,0.14436248798139936,0.17231089612205577,0.5078427139360816
8,8,hea,28,1,6,ry,0.017432092645561247,0.017432092645561247,0.14563045883336648,0.17165618281109393,0.11970087016966213
8,8,hea,29,1,6,rz,0.044951773080088235,0.044951773080088235,0.14907698391933014,0.1765497451234934,0.3015339584842462
8,8,hea,30,1,7,ry,0.00012421862458855405,0.00012421862458855405,0.14168551522337375,0.17894361200589257,0.0008767207035434553
8,8,hea,31,1,7,rz,0.04007175162386833,0.04007175162386833,0.13127394168667028,0.1575599740890823,0.30525290174886976
8,8,hea,32,2,0,ry,0.02931297795651237,0.02931297795651237,0.14358573472971456,0.16732100200679528,0.20414965324856849
8,8,hea,33,2,0,rz,0.00489853351291629,0.00489853351291629,0.14640238745658088,0.1793896091858259,0.03345938271921306
8,8,hea,34,2,1,ry,0.014793401360394946,0.014793401360394946,0.12840745349316934,0.16568444213523612,0.11520671859738865
8,8,hea,35,2,1,rz,0.02886825259912542,0.02886825259912542,0.12815142882088965,0.15043677836749925,0.2252667244114211
8,8,hea,36,2,2,ry,0.009674332054834102,0.009674332054834102,0.0945820777244554,0.12637307011389698,0.10228504477368419
8,8,hea,37,2,2,rz,0.0004303873193122786,0.0004303873193122786,0.13941048508433423,0.18007904049015558,0.003087194761942901
8,8,hea,38,2,3,ry,-0.04890464909854651,0.04890464909854651,0.15031745698087692,0.17116606103676227,0.32534244578637156
8,8,hea,39,2,3,rz,0.07674915781242526,0.07674915781242526,0.12629633683166658,0.12645843302382975,0.6076910838254903
8,8,hea,40,2,4,ry,-0.04463278028621439,0.04463278028621439,0.1538823792495589,0.19053933244263646,0.2900447764316852
8,8,hea,41,2,4,rz,0.04001681082212234,0.04001681082212234,0.1234374531643822,0.14778262557052568,0.32418694485563837
8,8,hea,42,2,5,ry,-0.05295484325171567,0.05295484325171567,0.15546422544663488,0.18167588069811727,0.340623980208828
8,8,hea,43,2,5,rz,-0.010549101182833661,0.010549101182833661,0.12795996909241392,0.15555107861080555,0.08244063559608175
8,8,hea,44,2,6,ry,0.004007703152363603,0.004007703152363603,0.11433959263261664,0.13756469608020655,0.035050878353578514
8,8,hea,45,2,6,rz,0.02272323332264298,0.02272323332264298,0.14009709043367202,0.16300247076543872,0.16219632579308257
8,8,hea,46,2,7,ry,-0.010147707880767189,0.010147707880767189,0.146116207832812,0.17670869591640886,0.06944957052525107
8,8,hea,47,2,7,rz,-0.025772295688926403,0.025772295688926403,0.14081373328429217,0.17279251173169183,0.18302402107963378
8,8,hea,48,3,0,ry,-0.018944267977568107,0.018944267977568107,0.15145221747749552,0.17236023914065882,0.12508412417522335
8,8,hea,49,3,0,rz,-0.012994141841021548,0.012994141841021548,0.11472591820555915,0.13997476682398388,0.11326247847273095
8,8,hea,50,3,1,ry,0.0015026768146776818,0.0015026768146776818,0.12356472928955946,0.15472351836301687,0.012161049705019971
8,8,hea,51,3,1,rz,-0.03556409312471225,0.03556409312471225,0.112396974839243,0.1290897371975046,0.31641503853264613
8,8,hea,52,3,2,ry,0.053850948487805576,0.053850948487805576,0.13940504803843137,0.15669654129873029,0.38629123726537856
8,8,hea,53,3,2,rz,0.03726892615945591,0.03726892615945591,0.15267125583318686,0.18626294463618664,0.24411226563942592
8,8,hea,54,3,3,ry,0.02573584555614727,0.02573584555614727,0.1184430106459591,0.15412818981748744,0.21728462841150417
8,8,hea,55,3,3,rz,-0.026076202403399522,0.026076202403399522,0.12996826919795718,0.1483808336174854,0.20063514398027532
8,8,hea,56,3,4,ry,0.014874260102737192,0.014874260102737192,0.14813827905701973,0.17492608899535964,0.10040794450576719
8,8,hea,57,3,4,rz,-0.028984687664296953,0.028984687664296953,0.10526798433116967,0.13563286206154965,0.27534190806876085
8,8,hea,58,3,5,ry,-0.002165623476446165,0.002165623476446165,0.14494462789179632,0.1816383556842655,0.014941039953980394
8,8,hea,59,3,5,rz,-0.029721317783840927,0.029721317783840927,0.15795400098617426,0.19564716547092084,0.18816438708913902
